mom_w,vol_w,val_w,top_n,defensive_allocation,total_return,annual_return,max_drawdown,defensive_weeks,total_weeks
0.2,0.3,0.1,2,0.65,2.3956944314144657,0.09890930462308156,-0.14669758368826005,86,674
0.2,0.6,0.2,2,0.65,2.3860764825094924,0.09866885316407092,-0.14669758368826014,86,674
0.5,0.4,0.0,2,0.6,2.3855877159313206,0.09865661703849793,-0.13201072541072476,57,674
0.6,0.5,0.0,2,0.65,2.3853898754636256,0.09865166369788292,-0.13559863557581303,52,674
0.4,0.5,0.2,2,0.6,2.380730771165124,0.09853493620645537,-0.14547568226925137,93,674
0.4,0.6,0.1,2,0.65,2.377478543174667,0.09845336806440952,-0.13810238053568152,80,674
0.5,0.3,0.0,2,0.7,2.376821724547934,0.0984368857988378,-0.14146713751426956,63,674
0.3,0.5,0.2,2,0.6,2.369831533596056,0.09826128979013027,-0.14547568226925164,93,674
0.6,0.5,0.2,2,0.6,2.3689444063820284,0.09823898081618765,-0.1483237265013866,96,674
0.3,0.6,0.2,2,0.7,2.368093641606722,0.09821758117120671,-0.14821366279117099,80,674
0.2,0.5,0.2,2,0.6,2.3678663103327615,0.09821186216729783,-0.14130714728860963,90,674
0.5,0.4,0.0,2,0.65,2.3669425260137253,0.0981886187332206,-0.13559863557581278,52,674
0.4,0.4,0.1,2,0.65,2.363310182271297,0.0980971678489273,-0.14804747473652505,69,674
0.5,0.3,0.1,2,0.6,2.3632243578044707,0.09809500595926801,-0.14832372650138684,100,674
0.5,0.5,0.2,2,0.55,2.3618454063346066,0.09806026364991194,-0.14784138578854256,101,674
0.4,0.2,0.0,2,0.6,2.361701343205683,0.09805663325964087,-0.1421746453491593,102,674
0.6,0.3,0.0,2,0.6,2.361701343205683,0.09805663325964087,-0.1421746453491593,102,674
0.5,0.5,0.1,2,0.65,2.358535538032225,0.0979768187163026,-0.14962524929276005,70,674
0.4,0.5,0.2,2,0.65,2.348145010639752,0.09771436965575653,-0.14362459731113564,84,674
0.3,0.2,0.2,2,0.55,2.34751474391623,0.09769842589969646,-0.1786294650413459,97,674
0.3,0.4,0.2,2,0.6,2.346598033638758,0.09767523108143394,-0.17232370765304023,103,674
0.3,0.2,0.0,2,0.7,2.3456214271900726,0.09765051430474303,-0.14146713751426962,63,674
0.6,0.4,0.0,2,0.7,2.3456214271900726,0.09765051430474303,-0.14146713751426962,63,674
0.5,0.4,0.1,2,0.65,2.342486371680882,0.09757112466629003,-0.1480474747365251,70,674
0.6,0.4,0.1,2,0.65,2.3395426236158388,0.09749651696386996,-0.14804747473652533,70,674
0.3,0.2,0.2,2,0.6,2.337734257069382,0.09745065479291282,-0.1723237076530406,83,674
0.3,0.5,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.4,0.2,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.3,0.6,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.3,0.6,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.3,0.5,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.3,0.5,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.3,0.6,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.5,0.2,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.4,0.2,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.6,0.3,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.5,0.6,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.5,0.6,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.5,0.6,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.6,0.2,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.6,0.2,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.6,0.2,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.6,0.3,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.6,0.3,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.6,0.4,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.5,0.5,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.6,0.4,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.6,0.4,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.6,0.5,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.6,0.5,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.6,0.5,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.6,0.6,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.6,0.6,0.1,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.6,0.6,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.5,0.5,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429657,78,674
0.5,0.5,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.4,0.2,0.2,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
0.4,0.6,0.0,3,0.55,2.3373894407546025,0.09744190726771418,-0.16264480901429643,78,674
