日期,纳指ETF,红利ETF,红利低波ETF,沪深300ETF,黄金ETF,国债ETF
2020-12-01,0.8723636,2.2424338687686,0.6963975,4.5910372917164,3.653,118.32637895406
2020-12-02,0.8783606,2.2439619327337,0.6978636,4.5812159361721,3.707,118.35973824298
2020-12-03,0.8737629,2.2248611331701,0.689067,4.579430235164,3.748,118.27045308734
2020-12-04,0.8693651,2.2164567813621,0.6880896,4.5892515907083,3.754,118.45981610973
2020-12-05,,,,,,
2020-12-06,,,,,,
2020-12-07,0.8593701,2.1828393741301,0.6788043,4.5499661685311,3.745,118.39407868745
2020-12-08,0.8581707,2.1774911502523,0.6773382,4.5356805604666,3.8,118.44313646527
2020-12-09,0.857571,2.1484579349156,0.6700077,4.4821095302249,3.778,118.48826962087
2020-12-10,0.843578,2.1614464786189,0.6675642,4.4731810251846,3.74,118.48728846532
2020-12-11,0.8409793,2.1560982547411,0.6680529,4.423181396959,3.739,118.34992668741
2020-12-12,,,,,,
2020-12-13,,,,,,
2020-12-14,0.8403796,2.1270650394044,0.6621885,4.4624668191362,3.74,118.24396188731
2020-12-15,0.8419788,2.1171326236313,0.6602337,4.4758595766967,3.769,118.44313646527
2020-12-16,0.8557719,2.1156045596662,0.6582789,4.484788081737,3.793,118.507892732
2020-12-17,0.8561717,2.1354693912124,0.6607224,4.548180467523,3.812,118.46079726529
2020-12-18,0.8601697,2.1492219668982,0.6660981,4.5222878029062,3.838,118.39211637634
2020-12-19,,,,,,
2020-12-20,,,,,,
2020-12-21,0.8677659,2.1522780948283,0.664632,4.5624660755875,3.879,118.53242162091
2020-12-22,0.8593701,2.1072002078582,0.6504597,4.4937165867772,3.825,118.74729468778
2020-12-23,0.8625685,2.1094923038058,0.649971,4.5303234574424,3.818,118.81597557673
2020-12-24,0.8591702,2.1018519839804,0.645084,4.5303234574424,3.832,118.83854215453
2020-12-25,0.8637679,2.1094923038058,0.6509484,4.5678231786116,3.853,118.96609237687
2020-12-26,,,,,,
2020-12-27,,,,,,
2020-12-28,0.8687654,2.0995598880328,0.6470388,4.580323085668,3.858,118.84835371009
2020-12-29,0.8761617,2.0804590884691,0.6445953,4.5660374776036,3.837,118.91605344349
2020-12-30,0.8759618,2.0842792483819,0.6465501,4.6231799098614,3.832,118.98080971022
2020-12-31,0.8745625,2.0926836001899,0.6489936,4.7205006148006,3.85,119.02594286581
2021-01-01,,,,,,
2021-01-02,,,,,,
